Text,Character,Affiliation,Episode,EpisodeName,Season
"The next scene shows ROBB'S direwolf, Grey Wind, as he leads House Stark's army to The Twins castle, the ancestral seat of House Frey.  [The scene shifts to the inside of The Twins, as a servant walks around with a plate of bread and salt in observation of the Westerosi tradition of ""Guest Right"".  ROBB, his wife TALISA MAEGYR, his uncle EDMURE TULLY, his great uncle BRYNDEN ""BLACKFISH"" TULLY, CATELYN and the Stark army are in the presence of WALDER FREY and his family.  ROBB takes a piece of bread, dips it into the salt and eats it while looking intently at WALDER]",,,9,The Rains of Castamere,3
[Servant stops in front of WALDER.  He takes a piece of bread from the plate and eats it],,,9,The Rains of Castamere,3
[WALDER signals for his female relatives to appear before ROBB],,,9,The Rains of Castamere,3
"[As WALDER calls each relative by name, they briefly look up at ROBB]",,,9,The Rains of Castamere,3
[WALDER pauses to chew],,,9,The Rains of Castamere,3
[EDMURE intently watches the Frey women],,,9,The Rains of Castamere,3
[EDMURE closes his eyes after hearing WALDER'S comments about his granddaughters],,,9,The Rains of Castamere,3
[WALDER guessing at his granddaughter's name.  EDMURE raises his eyebrows],,,9,The Rains of Castamere,3
[ROBB looks at the Frey women],,,9,The Rains of Castamere,3
[WALDER claps to signal the dismissal of the Frey women],,,9,The Rains of Castamere,3
[WALDER focuses on TALISA],,,9,The Rains of Castamere,3
[TALISA takes a couple of steps towards WALDER.  WALDER moves forward in his seat and squints],,,9,The Rains of Castamere,3
[TALISA looks at ROBB who nods.  Frey men look on as she takes a couple more steps towards WALDER.  She bows her head],,,9,The Rains of Castamere,3
[WALDER leans forward with a grin],,,9,The Rains of Castamere,3
"[WALDER grins, ROBB visibly uncomfortable]",,,9,The Rains of Castamere,3
[ROBB starts to step forward before CATELYN stops him],,,9,The Rains of Castamere,3
[ROBB visibly angry],,,9,The Rains of Castamere,3
[WALDER stands up and claps],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
[DAARIO points at a location on the map],,,9,The Rains of Castamere,3
"[DAARIO gets closer to DAENERYS, grabs and guides her hand to the location he was referring to.  JORAH watches him closely]",,,9,The Rains of Castamere,3
[DAENERYS briefly looks up at DAARIO and JORAH briefly looks at her],,,9,The Rains of Castamere,3
[DAARIO nods at JORAH and GREY WORM.  JORAH looks at GREY WORM who briefly looks back],,,9,The Rains of Castamere,3
[JORAH sighs and looks at Grey Worm],,,9,The Rains of Castamere,3
[DAENERYS' advisers start to leave.  DAARIO grins at DAENERYS who looks back at him.  BARRISTAN walks towards JORAH],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene shifts to Beyond The Wall in the North.  SAMWELL TARLY, GILLY and her baby are walking south towards Castle Black]",,,9,The Rains of Castamere,3
[GILLY stops and looks at SAMWELL in a confused manner],,,9,The Rains of Castamere,3
"[SAMWELL smiles.  Next shot, GILLY and SAMWELL gaze up at the Wall]",,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene changes to SANDOR ""THE HOUND"" CLEGANE and ARYA STARK on horseback in the Riverlands, on their way to The Twins, where THE HOUND plans on returning ARYA to her mother and brother in the hopes of receiving some reward.  They see a PIG FARMER along the way who's having trouble with the wheel spokes on his cart]",,,9,The Rains of Castamere,3
[THE HOUND hands the horse reins to ARYA and walks over to the PIG FARMER],,,9,The Rains of Castamere,3
[THE HOUND lifts the cart up],,,9,The Rains of Castamere,3
"[PIG FARMER fixes the wheel, THE HOUND sets the cart down]",,,9,The Rains of Castamere,3
"[THE HOUND punches the PIG FARMER in the face, knocking him to the ground.  THE HOUND then unsheathes his dagger and prepares to kill him, prompting ARYA to intervene]",,,9,The Rains of Castamere,3
[THE HOUND looks at the PIG FARMER on the ground],,,9,The Rains of Castamere,3
"[Confused, ARYA turns her head to look down at the PIG FARMER]",,,9,The Rains of Castamere,3
[THE HOUND again tries to approach the PIG FARMER in order to kill him but ARYA again intervenes pushing him back],,,9,The Rains of Castamere,3
[THE HOUND pauses then sheathes his dagger],,,9,The Rains of Castamere,3
"[PIG FARMER starts to regain consciousness.  ARYA grabs a piece of wood from the cart and hits him across the face with it, knocking him out again.  She then walks back to the horse as THE HOUND looks on surprised]",,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene changes to the North, south of the wall.  BRAN STARK, RICKON STARK, HODOR, JOJEN REED, MEERA REED and OSHA are walking past a windmill]",,,9,The Rains of Castamere,3
[BRAN looks at OSHA who stares back at him],,,9,The Rains of Castamere,3
[OSHA stares at RICKON who looks back at her],,,9,The Rains of Castamere,3
"[Thunder rumbling, everyone looks up at the sky and at the windmill]",,,9,The Rains of Castamere,3
[They begin walking back towards the windmill.  OSHA puts her hand on RICKON’S head],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene changes showing ORELL’S eagle circling over an old horse breeder’s home.  JON SNOW, TORMUND GIANTSBANE, ORELL, YGRITTE are hiding, waiting for ORELL’S scouting report]",,,9,The Rains of Castamere,3
[ORELL looks at TORMUND],,,9,The Rains of Castamere,3
[YGRITTE looks at JON],,,9,The Rains of Castamere,3
[JON looks at TORMUND],,,9,The Rains of Castamere,3
[TORMUND announces to the rest of the wildlings],,,9,The Rains of Castamere,3
"[The wildlings run towards the OLD MAN’S home.  JON smacks his sword, Longclaw, against a rock to alert the OLD MAN and his horses. Upon hearing his horses moving about, the OLD MAN steps outside and sees the wildlings running towards his home.  He gets on one of the horses and starts riding off.  YGRITTE preps her bow and arrow, aiming for the OLD MAN]",,,9,The Rains of Castamere,3
[JON intervenes and YGRITTE hits a tree instead],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene changes to ARYA looking at The Twins.  They’re relatively close.  Meanwhile, THE HOUND eats pig feet by the cart.  ARYA walks back to THE HOUND]",,,9,The Rains of Castamere,3
[THE HOUND waves a pig’s foot at ARYA],,,9,The Rains of Castamere,3
[THE HOUND continues to eat while ARYA gazes back at the Twins],,,9,The Rains of Castamere,3
[ARYA angrily turns back and looks at THE HOUND],,,9,The Rains of Castamere,3
[THE HOUND pauses],,,9,The Rains of Castamere,3
[ARYA moves in closer to THE HOUND],,,9,The Rains of Castamere,3
[ARYA turns her back to THE HOUND],,,9,The Rains of Castamere,3
[ARYA turns around and angrily stares at THE HOUND],,,9,The Rains of Castamere,3
[THE HOUND stares back at ARYA as she walks away to get a closer look at the Twins as thunder rumbles in the sky],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
[Scene changes back to BRAN and company inside of the windmill.  The storm has already begun],,,9,The Rains of Castamere,3
[OSHA looks at Bran and he looks at her],,,9,The Rains of Castamere,3
[BRAN looks at HODOR],,,9,The Rains of Castamere,3
[HODOR visibly scared of the thunder],,,9,The Rains of Castamere,3
[HODOR still shaken from the thunder],,,9,The Rains of Castamere,3
[MEERA looks at Bran],,,9,The Rains of Castamere,3
[MEERA gazes outside and sees the OLD MAN on horseback],,,9,The Rains of Castamere,3
[Thunder rumbles],,,9,The Rains of Castamere,3
[Horses neighing outside.  OSHA tries to quiet down HODOR],,,9,The Rains of Castamere,3
[OSHA starts turning her head then gazes outside],,,9,The Rains of Castamere,3
[Thunder rumbles],,,9,The Rains of Castamere,3
[HODOR stands up],,,9,The Rains of Castamere,3
[OSHA tries to hold HODOR back but he pushes her aside and starts yelling and moving around anxiously],,,9,The Rains of Castamere,3
[HODOR continues Hodoring],,,9,The Rains of Castamere,3
[HODOR continues Hodoring.  ORELL hears voices coming out of the windmill.  He stops and looks up],,,9,The Rains of Castamere,3
[HODOR continues Hodoring],,,9,The Rains of Castamere,3
"[BRAN’S eyes roll back as he wargs into HODOR.  HODOR stops making noises as he falls to his knees and then falls asleep on the ground.  ORELL is still looking up at the windmill from the outside.  Inside of the windmill, everybody is in shock at what just happened]",,,9,The Rains of Castamere,3
[The sound of a horse is heard from outside.  OSHA gets near the windmill opening],,,9,The Rains of Castamere,3
[Scene shifts to the wildlings who are outside of the windmill with the OLD MAN.  ORELL is still looking up at the windmill],,,9,The Rains of Castamere,3
"[ORELL’s eagle is seen circling over the windmill.  TORMUND approaches the OLD MAN who is sitting on the ground.  He pulls a knife out on TORMUND, YGRITTE gets her bow and arrow out and aims for the OLD MAN]",,,9,The Rains of Castamere,3
"[TORMUND sticks his hand out, asking for the knife.  The OLD MAN gives it to TORMUND, who tosses it aside]",,,9,The Rains of Castamere,3
[TORMUND unsheathes his sword],,,9,The Rains of Castamere,3
"[BRAN and RICKON’S direwolves, Shaggydog and Summer, are seen hiding behind a cart, outside of the windmill]",,,9,The Rains of Castamere,3
[TORMUND helps the OLD MAN get up.  He then gets in position for the kill],,,9,The Rains of Castamere,3
"[YGRITTE, TORMUND and the OLD MAN stare back at JON.  The scene changes to back inside of the windmill]",,,9,The Rains of Castamere,3
[JOJEN looks at HODOR who is still resting],,,9,The Rains of Castamere,3
[Scene switches back to outside of the windmill.  JON unsheathes Longclaw.  He places his sword against the OLD MAN’S neck],,,9,The Rains of Castamere,3
"[JON nods his head.  The OLD MAN closes his eyes and starts praying, JON hesitates]",,,9,The Rains of Castamere,3
[JON looks back at YGRITTE],,,9,The Rains of Castamere,3
[JON glares back at TORMUND],,,9,The Rains of Castamere,3
"[JON raises his sword but hesitates. YGRITTE shoots the OLD MAN in the chest with an arrow, killing him.  This prompts ORELL and TORMUND to reach for their swords]",,,9,The Rains of Castamere,3
[JON and YGRITTE are standing side by side in defensive positions],,,9,The Rains of Castamere,3
"[YGRITTE prepares to shoot an arrow at either ORELL or TORMUND but JON pushes her to the ground first.  JON, ORELL and the other wildlings have a sword fight while TORMUND runs towards YGRITTE.  She starts yelling and screaming as TORMUND tries to restrain her]",,,9,The Rains of Castamere,3
[YGRITTE bites TORMUND’S arm which causes him to lose his grip on her.  She starts running away but TORMUND grabs her and tackles her to the ground],,,9,The Rains of Castamere,3
[Scene switches back to inside of the windmill.  Everybody is looking at BRAN],,,9,The Rains of Castamere,3
"[BRAN’S eyes roll back as he wargs into Summer.  Scene goes back outside to JON fighting the wildlings.  Suddenly, the direwolves start attacking the wildlings.  JON continues fighting ORELL until he impales him with Longclaw]",,,9,The Rains of Castamere,3
"[JON twists his sword as ORELL wargs into his eagle right before dying.  The eagle attacks JON, biting and scratching his face.  JON tosses the eagle aside and makes a run for one of the OLD MAN’S horses.  He starts riding away as TORMUND and YGRITTE look on]",,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[The scene changes to Yunkai.  DAARIO, JORAH and GREY WORM are outside of the back gate]",,,9,The Rains of Castamere,3
"[DAARIO approaches the back gate, a guard yells at him in Valyrian]",,,9,The Rains of Castamere,3
"[The guard lets DAARIO in as JORAH and GREY WORM wait.  In the distance, DAARIO whistles.  JORAH and GREY WORM go through the back gate and into Yunkai.  They see two dead guards and DAARIO sitting down]",,,9,The Rains of Castamere,3
"[DAARIO wiping blood off his arakh, a Dothraki blade]",,,9,The Rains of Castamere,3
"[Suddenly, they’re surrounded by Yunkai guards.  A brief fight ensues.  DAARIO throws a knife by JORAH’S head, killing a Yunkai guard who was behind him.  The trio defeat the first wave of guards]",,,9,The Rains of Castamere,3
"[DAARIO smiles at JORAH as more Yunkish guards appear, surrounding the trio]",,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[The scene changes to right outside of The Twins, where the Stark army are set up in tents and passing the time with some wrestling.  It then switches to inside of The Twins, at the wedding ceremony of EDMURE and WALDER’S daughter, ROSLIN FREY. WALDER walks the bride to the altar, her face is covered with a veil.  EDMURE is standing at the altar, looking worried, as ROBB and his family are looking on.  ROBB turns his head back towards WALDER and ROSLIN, while ROOSE BOLTON stares at ROBB.  As WALDER approaches, he trades glances with ROBB.  When WALDER and ROSLIN finally reach the altar, he removes her veil.  EDMURE'S fear of an ugly bride are put to rest when he finally sees how beautiful ROSLIN is.  ROSLIN gets down on her knees in front of EDMURE]",,,9,The Rains of Castamere,3
[EDMURE helps ROSLIN up],,,9,The Rains of Castamere,3
[ROSLIN smiles],,,9,The Rains of Castamere,3
"[EDMURE removes his cloak as he goes behind ROSLIN to drape it over her shoulders.  ROSLIN and ROBB trade glances.  ROBB then looks at WALDER who gives him a strange look before grinning.  EDMURE finishes putting the cloak on ROSLIN, then looks at CATELYN who smiles at him.  He walks back to ROSLIN’S side and the SEPTON ties EDMURE and ROSLIN'S hands together]",,,9,The Rains of Castamere,3
[EDMURE and ROSLIN turn to each other],,,9,The Rains of Castamere,3
[BLACKFISH looks at the ugly Frey women who smile back at him.  He quickly turns around],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
[Scene changes to inside of the windmill.  It’s nighttime.  OSHA lights a candle],,,9,The Rains of Castamere,3
[Shot of HODOR still resting],,,9,The Rains of Castamere,3
[OSHA grabs BRAN by the hand],,,9,The Rains of Castamere,3
[RICKON'S eyes start tearing up],,,9,The Rains of Castamere,3
[RICKON shakes his head with tears in his eyes],,,9,The Rains of Castamere,3
[RICKON stands up and looks at OSHA],,,9,The Rains of Castamere,3
[RICKON turns around to look at BRAN],,,9,The Rains of Castamere,3
[RICKON starts crying.  BRAN looks at OSHA],,,9,The Rains of Castamere,3
[RICKON cries as OSHA strokes his hair],,,9,The Rains of Castamere,3
[OSHA strokes RICKON’S hair and kisses him on the head.  She then gets up and helps RICKON up as well],,,9,The Rains of Castamere,3
[OSHA kisses RICKON on the head again],,,9,The Rains of Castamere,3
[RICKON walks one step before dropping to his knees to give BRAN a tight hug.  The Reeds look at BRAN and RICKON and then switch their gaze to OSHA],,,9,The Rains of Castamere,3
"[Final shot of BRAN and RICKON hugging followed by a shot of OSHA and RICKON exiting the windmill, with Shaggydog leading the way]",,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[Scene shifts to DAENERYS’ tent outside of the city of Yunkai.  It’s nighttime and there are Unsullied soldiers surrounding the tent.  The next shot is inside of the tent.  BARRISTAN is having a drink, MISSANDEI presents some food to DAENERYS who is sitting down.  She suddenly gets up and ignores the food, as she approaches BARRISTAN with impatience]",,,9,The Rains of Castamere,3
"[BARRISTAN briefly ponders the question before JORAH, GREY WORM and several Unsullied guards arrive.  JORAH and GREY WORM are both tired and covered in blood]",,,9,The Rains of Castamere,3
[DAENERYS likes the news but her face suddenly shows some worry],,,9,The Rains of Castamere,3
"[JORAH’S face goes from a smile to a look of shock.  Suddenly, DAARIO emerges from behind the Unsullied guards, with a Yunkai flag draped over his shoulder and his face covered in blood.  He walks towards DAENERYS and drops to one knee.  He drapes the flag over his knee and looks up at DAENERYS]",,,9,The Rains of Castamere,3
[DAENERYS starts to smile],,,9,The Rains of Castamere,3
----------------------------------------------------------------------------------,,,9,The Rains of Castamere,3
"[The scene shifts to the wedding celebration inside of The Twins.  A band is playing music on the balcony of the hall.  WALDER is seated on the high chair at the main table, underneath the balcony where the musicians are playing.  Seated to his left are ROSLIN and EDMURE.  Seated to his right is his wife, JOYEUSE FREY.  Stark men and Frey men and women are celebrating the marriage.  TALISA is seated at a table towards the front, near WALDER'S main table.  Next to her is LOTHAR FREY, one of WALDER'S many sons]",,,9,The Rains of Castamere,3
"[ROBB takes a drink and starts laughing.  Next shot is from across the hall, where ROOSE, BLACKFISH and CATELYN are seated, enjoying themselves]",,,9,The Rains of Castamere,3
"[Seated next to BLACKFISH is WENDEL MANDERLY of House Manderly.  Next to him is BLACK WALDER FREY, another one of WALDER'S sons]",,,9,The Rains of Castamere,3
[Shot of EDMURE whispering in ROSLIN'S ear as she smiles],,,9,The Rains of Castamere,3
[CATELYN and BLACKFISH both laugh.  A servant tries to pour some wine into ROOSE'S cup but he covers it with his hand before she can pour anything.  CATELYN looks at ROOSE],,,9,The Rains of Castamere,3
[ROOSE smiles and BLACKFISH laughs.  CATELYN gives ROOSE a serious look],,,9,The Rains of Castamere,3
"[BLACKFISH gets up from his seat and begins exiting the hall, as ROBB and TALISA look on]",,,9,The Rains of Castamere,3
[TALISA gasps and tries to strike ROBB but he catches her hand],,,9,The Rains of Castamere,3
[ROBB and TALISA look at each other before ROBB tries to kiss her.  TALISA stops him],,,9,The Rains of Castamere,3
[Everybody starts knocking on the tables.  WALDER signals for the music and knocking to stop],,,9,The Rains of Castamere,3
"[Everybody cheers, the band starts playing celebratory music again.  EDMURE smiles, ROSLIN looks concerned.  Men start getting up from their seats and approach the main table]",,,9,The Rains of Castamere,3
[The men pick up ROSLIN and carry her out of the hall.  The women grab EDMURE and start bringing him out as well. TALISA looks worried when she sees ROSLIN being carried away.  Everybody is cheering on.  The men start removing some of ROSLIN'S clothes while the women start doing the same to EDMURE],,,9,The Rains of Castamere,3
[ROBB looks on smiling and clapping.  TALISA looks at ROBB with a worried look],,,9,The Rains of Castamere,3
[ROOSE and CATELYN look at ROSLIN and EDMURE being carried out of the hall],,,9,The Rains of Castamere,3
[ROOSE looks at CATELYN and chuckles before walking away],,,9,The Rains of Castamere,3
[ROBB and TALISA watch as the bedding procession is almost finished],,,9,The Rains of Castamere,3
"[TALISA puts her hand on ROBB'S shoulder, runs it down his arm, before grabbing his hand and placing it on her stomach]",,,9,The Rains of Castamere,3
"[ROBB and TALISA kiss.  CATELYN looks on and smiles as BLACK WALDER walks towards the door of the hall to close it.  He walks back and the band starts playing the Lannister song, “The Rains of Castamere.”  The band’s expression is very serious and the song isn’t as cheerful as their previous songs.  CATELYN looks up at the band with a worried expression.  Scene changes to outside of The Twins, Grey Wind is locked up in a kennel, whimpering, sensing something is wrong as Frey soldiers are on the move.  The scene then changes again to the main gate of The Twins, where the tents are set up and men are still celebrating. THE HOUND and ARYA approach the gate, riding the pig farmer’s cart]",,,9,The Rains of Castamere,3
[Three Frey guards stop THE HOUND and ARYA from entering The Twins],,,9,The Rains of Castamere,3
[ARYA watches as Frey soldiers run into the Twins],,,9,The Rains of Castamere,3
"[THE HOUND gives up.  As he looks back, he notices that ARYA is not in the cart.  The scene then switches back to the hall inside of The Twins.  WALDER signals for everybody to be quiet.  He addresses ROBB]",,,9,The Rains of Castamere,3
[WALDER stands up with a cup in his hand.  Everybody takes a seat except ROBB.  ROOSE returns to the hall and sits next to CATELYN],,,9,The Rains of Castamere,3
"[CATELYN looks scared.  ROOSE slowly turns his head to look at CATELYN.  He's smiling as he looks down at his arm, inviting CATELYN to take a look]",,,9,The Rains of Castamere,3
"[CATELYN pulls back ROOSE'S sleeve, she sees that he’s wearing chainmail.  She starts gasping as ROOSE stares at her.  She suddenly gets up from her seat and slaps ROOSE across the face, prompting him to run to the other side of the hall]",,,9,The Rains of Castamere,3
"[LOTHAR pulls a knife out of his sleeve and repeatedly stabs TALISA in the stomach from behind.  She starts screaming as ROBB looks on in horror.  As ROBB starts to approach her, the band now have crossbows and they shoot arrows at Robb, hitting him.  The rest of the Frey men in the hall start slaughtering the Stark men.  ROBB is repeatedly shot with arrows and falls to the ground.  TALISA falls to the ground in agony.  CATELYN in shock over ROBB, gets hit in the shoulder by an arrow, making her fall down.  As the massacre continues, WALDER smiles and sips from his cup.  The scene then switches to ARYA sneaking into The Twins.  She hides behind a barrel and watches some Stark men eating with Frey men in front of the kennel that Grey Wind is in]",,,9,The Rains of Castamere,3
[ARYA grins],,,9,The Rains of Castamere,3
"[The Frey men kill the Stark men.  They flip over the table and march off as ARYA hides in the shadows of the barrels.  ARYA can hear Grey Wind whimpering as he tries to break out of the locked kennel.  She goes behind the flipped over table and sees Grey Wind jumping up and down.  Suddenly, Frey men appear with crossbows.  Grey Wind growls at them before they shoot him to death.  ARYA is horrified.  She watches as Grey Wind takes his last breath and dies.  She then notices more Frey men emerging from a doorway.  She starts walking towards the doorway until THE HOUND puts his hand on her shoulder and turns her around]",,,9,The Rains of Castamere,3
"[THE HOUND hits ARYA on the back of the head, knocking her out.  He carries her over his shoulder and starts exiting The Twins.  The scene then changes to CATELYN crawling underneath the table at the hall with the arrow still lodged in her shoulder.  She notices JOYEUSE hiding underneath the main table.  ROBB gazes at TALISA laying on the ground with her hand on her bloodied stomach.  He starts crawling towards her.  WALDER notices and signals for everybody to stop]",,,9,The Rains of Castamere,3
[ROBB places one hand on TALISA'S stomach and lifts her head up with his other hand.  She has already died.  CATELYN grabs a dagger and emerges from under the table.  She grabs JOYEUSE by the hair and drags her out from under the main table.  CATELYN presses the dagger against JOYEUSE'S throat as WALDER looks on.  The archers fix their sights on CATELYN],,,9,The Rains of Castamere,3
[ROBB lays TALISA'S head on the ground],,,9,The Rains of Castamere,3
[CATELYN straightens up and presses the dagger harder against JOYEUSE'S neck],,,9,The Rains of Castamere,3
[ROBB starts to stand up],,,9,The Rains of Castamere,3
[ROBB turns to CATELYN],,,9,The Rains of Castamere,3
[CATELYN turns to ROBB with tears in her eyes as ROOSE suddenly reappears in front of ROBB.  He faces ROBB and grabs him by the shoulder],,,9,The Rains of Castamere,3
"[ROOSE thrusts a dagger into ROBB'S heart. While still staring at CATELYN, ROBB dies and collapses to the floor next to TALISA.  CATELYN wails loudly while WALDER takes a sip from his cup.  She slits JOYEUSE'S throat with the dagger, killing her.  JOYEUSE falls to the ground with blood spraying from her neck and CATELYN drops the dagger.  She looks on hopelessly, in a dreary daze.  After a long pause, BLACK WALDER finally emerges behind CATELYN and slits her throat, killing her.  She falls to the floor with blood spraying from her neck]",,,9,The Rains of Castamere,3
[Cut To Black],,,9,The Rains of Castamere,3
[End Credits.  No music],,,9,The Rains of Castamere,3
[Opens on Jon Snow and Samwell Tarly standing on the edge of The Wall. It's night],,,9,The Watchers on the Wall,4
"[Sam gets in the lift back down off the wall. An owl perches on a post. Cut to the Wildlings where Thenn warg is standing with his eyes white. Ygritte, Tormund, and Styr are sitting in the background]",,,9,The Watchers on the Wall,4
[Everyone laughs. Ygritte gets up and rushes towards Styr],,,9,The Watchers on the Wall,4
"[Gilly walks along the top of the hill with her baby, looking down at the Wildling camp. She walks away quickly. Cut to Sam in the library reading]",,,9,The Watchers on the Wall,4
[Aemon gets up and blows out the candle. Sam leaves the room and outside hears Gilly at the gate talking with Pypar],,,9,The Watchers on the Wall,4
[Pyp goes to open the gate],,,9,The Watchers on the Wall,4
[Gilly runs inside and Sam embraces her],,,9,The Watchers on the Wall,4
[A horn sounds in the distance],,,9,The Watchers on the Wall,4
[Members of the Night's Watch can be heard shouting frantically. The owl screeches. Cut to Thenn warg whose eyes turn back to normal],,,9,The Watchers on the Wall,4
[The Wildlings get up and look at the hill. The owl flies away as the Night's Watch prepare for battle. Jon Snow walks out to the edge of The Wall and looks down upon flames in the distance. The Night's Watch light torches preparing for battle. Barrels are rolled to the edge of The Wall],,,9,The Watchers on the Wall,4
[The barrels are rolled into place],,,9,The Watchers on the Wall,4
[Sam and Gilly are walking down a hall. Sam unlocks a door and they both enter. The room is filled with supplies. Gilly lays her baby on a sack of something],,,9,The Watchers on the Wall,4
[Sam kisses Gilly],,,9,The Watchers on the Wall,4
"[Sam turns around and leaves the room. Outside the Night's Watch is still getting ready for battle. Pyp sets some arrows up then stands back, scared]",,,9,The Watchers on the Wall,4
[Ygritte looks up at Castle Black. She sees Sam in the tower and she runs down the hill toward the other Wildlings],,,9,The Watchers on the Wall,4
[Everyone cheers],,,9,The Watchers on the Wall,4
"[The Wildlings head towards Castle Black. Overhead shot pans to show the castle, The Wall, and then the flames in the distance. Mance Rayder's forces are seen stomping and yelling through the woods. A giant rides a giant mammoth. The Night's Watch perched upon the wall look down at them in awe]",,,9,The Watchers on the Wall,4
"[The archers get ready to shoot, Grenn accidentally drops a barrel]",,,9,The Watchers on the Wall,4
[Tormund and his men rush Castle Black as archers shoot at them. Ygritte grabs flaming arrows from the ground and shots up at the Night's Watch],,,9,The Watchers on the Wall,4
"[The archers on The Wall let loose a barrage of arrows downward at Rayder's troops. They back up, then cheer. On the other side, Ygritte continues to let loose flaming arrows]",,,9,The Watchers on the Wall,4
[Pyp shoots a crossbow down at Tormund's troops],,,9,The Watchers on the Wall,4
[Tormund's troops throw rope up at the gate. Alliser steps off the lift and walks towards the Night's Watch],,,9,The Watchers on the Wall,4
[Night's Watch cheers],,,9,The Watchers on the Wall,4
[Night's Watch cheers],,,9,The Watchers on the Wall,4
[Alliser and the Night's Watch rush at the Wildlings that have scaled the gate. Pyp and Sam leave their position as Tormund scales the gate. On the other side Rayder's troops advance],,,9,The Watchers on the Wall,4
[Janos runs away. Jon and Grenn nod at each other],,,9,The Watchers on the Wall,4
[The archers let loose a bunch of arrows at Rayder's men as they rush the wall and begin to climb],,,9,The Watchers on the Wall,4
[Archers of the Night's Watch are lowered perpendicular to The Wall],,,9,The Watchers on the Wall,4
"[A Wildling tries to shoot an arrow up at The Wall unsuccessfully. A giant stands next to him and shoots his own arrow up. The first rips through one of the posts. The second clears one of the Night's Watch straight off the wall. At Castle Black the fighting continues. Styr kills a man, the blood splatters on Olly's face. Janos comes down off the lift and Olly returns the lift to the top. Wildlings break into the kitchen. Janos cowardly runs down a hall toward where Gilly and her baby are hiding. He looks at her in shock. Outside Pyp finally hits someone with his crossbow.]",,,9,The Watchers on the Wall,4
"[Pyp goes up to shoot a Wildling, but Ygrytte shoots an arrow right through his neck. He falls into Sam's arms]",,,9,The Watchers on the Wall,4
[The Night's Watch drop barrels down toward the Wildlings that approach the gate. Two giants and a mammoth approach the gate and begin pulling at it with long ropes],,,9,The Watchers on the Wall,4
[Alliser and Tormund start fighting each other like badasses. Tormund slices Alliser in the gut. Alliser falls to the ground and gets dragged  underneath],,,9,The Watchers on the Wall,4
"[Sam sits with Pyp on his lap, dead. He lays him on the ground and grabs the crossbow. He makes a run for the lift as Thenn warg sees him and chases after him. Sam shoots him in the head with his crossbow. Grenn and the men that came down with him get off the lift]",,,9,The Watchers on the Wall,4
[Sam gets in the lift],,,9,The Watchers on the Wall,4
[Olly sits on the ground with his hands over his ears in fear],,,9,The Watchers on the Wall,4
[Olly raises the lift],,,9,The Watchers on the Wall,4
"[Olly looks down at a bow and arrow. On The Wall, barrels of flaming oil are dropped down on the giants and the mammoth. The mammoth goes running off and one of the giants chases after it. Up top, one of the barrels got stuck and the men of the Night's Watch frantically try to get it off the ramp. A spear is fired down at one of the giants and it hits him right in the back. The other giant shouts in anger and goes to raise the gate with his bare hands. The barrel explodes on the ramp. Sam approaches Jon]",,,9,The Watchers on the Wall,4
[Jon leaves his post and grabs his sword],,,9,The Watchers on the Wall,4
[Grenn gets to the inner gate with his men as the giant continues to raise the gate],,,9,The Watchers on the Wall,4
[The giant lifts the gate and goes under it],,,9,The Watchers on the Wall,4
"[The giant rushes toward the inner gate as Grenn and his men stand in fear, ready to fight]",,,9,The Watchers on the Wall,4
"[Jon, Sam, and the other men ride the lift to the bottom]",,,9,The Watchers on the Wall,4
[Jon hands Sam a key],,,9,The Watchers on the Wall,4
"[Sam nods as Jon opens the lift door early and leaps out and begins fighting. So begins the most incredible shot in the series, as the camera pans around the entire battlefield showing us glimpses of this truly epic battle. Sam runs to a door and unlocks it]",,,9,The Watchers on the Wall,4
"[Ghost runs out and attacks one of the men that Jon was fighting. Tormund gets his first arrow to the back. Styr sees Jon and rushes to fight him. They go at it for a bit. Ygritte runs out of arrows so she jumps down and steals some from a dead body. Styr and Jon are still fighting as Ygritte finally spots Jon. Styr slams Jon's face against an anvil. Jon kills Styr with a hammer. As he turns around he sees Yrgitte with an arrow aimed right at him. They both stare, Jon smiles. An arrow goes straight through Ygritte's chest. She falls to the ground. It was Olly, that bastard. Jon rushes to catch Ygritte]",,,9,The Watchers on the Wall,4
[Jon nods],,,9,The Watchers on the Wall,4
